Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_LocalFocusScore_OrigDNA_5.x,UserAnnotation_Blurry,UserAnnotation_Debris,UserAnnotation_Empty,Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_PathName_OrigActin,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigGolgi,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigActin,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigGolgi,Image_URL_OrigMito,Image_URL_OrigRNA,Image_ImageQuality_LocalFocusScore_OrigDNA_5.y
442,1008,1,DNA,2.609845895833e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,K13,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K13_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K13_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K13_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K13_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K13_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K13_s3_w4.TIF,2.609845895833e-4
441,981,1,DNA,2.180201270177e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,K06,4,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K06_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K06_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K06_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K06_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K06_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K06_s4_w4.TIF,2.180201270177e-4
450,1075,1,DNA,2.475088431869e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,L06,2,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L06_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L06_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L06_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L06_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L06_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L06_s2_w4.TIF,2.475088431869e-4
449,1072,1,DNA,3.086038396426e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,L05,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L05_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L05_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L05_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L05_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L05_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L05_s3_w4.TIF,3.086038396426e-4
448,1060,1,DNA,2.950826626594e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,L02,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L02_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L02_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L02_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L02_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L02_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L02_s3_w4.TIF,2.950826626594e-4
447,1055,1,DNA,1.594204214137e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,L01,2,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L01_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L01_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L01_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L01_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L01_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L01_s2_w4.TIF,1.594204214137e-4
446,1038,1,DNA,3.153338234332e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,K21,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K21_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K21_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K21_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K21_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K21_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_K21_s1_w4.TIF,3.153338234332e-4
455,1125,1,DNA,2.765058288972e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,L18,4,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s4_w4.TIF,2.765058288972e-4
454,1124,1,DNA,2.734672156405e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,L18,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L18_s3_w4.TIF,2.734672156405e-4
453,1118,1,DNA,3.102135050488e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crestz,L17,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L17_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L17_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L17_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L17_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L17_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest-z_Plate_20105/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest-z_L17_s1_w4.TIF,3.102135050488e-4
