Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_TotalArea_OrigDNA.x,UserAnnotation_Debris,UserAnnotation_Ded,UserAnnotation_Empty,UserAnnotation_Saturated,UserAnnotation_Blurry,Image_FileName_OrigAGP,Image_FileName_OrigDNA,Image_FileName_OrigER,Image_FileName_OrigMito,Image_FileName_OrigRNA,Image_PathName_OrigAGP,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigAGP,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigMito,Image_URL_OrigRNA,Image_FileName_OrigActin,Image_FileName_OrigGolgi,Image_PathName_OrigActin,Image_PathName_OrigGolgi,Image_URL_OrigActin,Image_URL_OrigGolgi,Image_ImageQuality_TotalArea_OrigDNA.y
19,213,1,DNA,2585664,1,0,0,0,0,"WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigAGP.tiff","WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigDNA.tiff","WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigER.tiff","WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellI21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0212Seq0212_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
18,157,1,DNA,2585664,1,0,0,0,0,"WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
17,144,1,DNA,2585664,1,0,0,0,0,"WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
16,111,1,DNA,2585664,1,0,0,0,0,"WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigAGP.tiff","WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigDNA.tiff","WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigER.tiff","WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellE15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0110Seq0110_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
17,144,1,ER,2585664,1,0,0,0,0,"WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
18,157,1,ER,2585664,1,0,0,0,0,"WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
20,338,1,ER,2585664,1,0,0,0,0,"WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigAGP.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigDNA.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigER.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
17,144,1,Mito,2585664,1,0,0,0,0,"WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
18,157,1,Mito,2585664,1,0,0,0,0,"WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
20,338,1,Mito,2585664,1,0,0,0,0,"WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigAGP.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigDNA.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigER.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
20,338,1,AGP,2585664,1,0,0,0,0,"WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigAGP.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigDNA.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigER.tiff","WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellO02_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0337Seq0337_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
